Carrera,Sexo,FechaNacimiento,Edad,Semestre,AsignaturasCursadas,AsignaturasAprobadas,CreditosCursados,CreditosAprobados,PromedioUltimoPeriodo,PromedioAcumulado,Duracion,Estado
ADMINISTRACIÓN DE EMPRESAS,Femenino,34604,23,3,11,9,35,28,3,875,3,894,2,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,30606,34,10,5,5,5,5,4,3,494,1,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,35122,21,1,6,6,20,20,3,67,3,67,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,33263,26,2,15,9,46,26,2,111,2,994,6,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,18282,67,3,19,16,64,54,3,488,3,297,3,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,34808,22,3,5,5,16,16,3,894,3,416,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,31635,31,4,26,24,82,75,3,068,3,597,5,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,34983,22,3,16,16,53,53,4,109,3,782,2,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,32939,27,9,62,60,169,162,3,506,3,615,9,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,32939,27,9,62,60,169,162,3,4,3,4,9,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,29752,36,8,45,43,139,133,4,406,3,863,12,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,29752,36,8,45,43,139,133,4,4,12,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,32547,28,9,57,56,146,144,4,194,4,194,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,32559,28,5,37,30,114,94,3,763,3,628,14,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,35379,21,2,18,11,59,34,1,791,2,785,3,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,35091,21,6,40,40,137,137,4,155,3,915,7,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,33263,26,9,61,60,166,162,4,171,3,811,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,29655,36,9,37,35,103,97,3,1,3,379,6,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,35614,20,10,7,3,15,5,0,2,212,1,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,36035,19,2,5,5,16,16,4,313,4,324,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,36035,19,1,5,5,17,17,4,335,4,335,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,32775,28,1,6,2,18,6,2,567,2,567,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,31075,32,6,35,31,88,78,3,664,3,573,7,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,33850,25,1,5,0,16,0,1,103,2,747,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,34616,23,1,7,3,24,11,2,12,2,202,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,33286,26,3,11,6,28,13,2,263,3,373,2,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,31705,31,9,46,33,122,93,2,479,3,331,8,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,38718,11,10,17,17,17,17,3,857,3,857,5,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,31792,30,3,10,5,34,16,3,925,3,604,9,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,27656,42,7,40,32,112,90,2,106,3,443,8,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,30446,34,5,17,12,42,29,3,475,3,49,2,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,35637,20,5,32,32,105,105,4,409,4,307,5,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,35564,20,3,13,13,44,44,4,365,3,743,2,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,31928,30,9,42,40,113,109,3,589,3,798,6,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,32836,27,1,6,3,20,11,2,853,3,364,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,32991,27,9,64,63,167,164,4,217,3,945,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,32991,27,9,64,63,167,164,4,5,4,5,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,31357,32,9,57,56,146,144,4,168,3,869,7,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,29813,36,9,30,30,86,86,4,079,3,733,4,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,33794,25,1,9,7,31,24,2,962,2,961,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,32918,27,1,6,3,18,9,2,117,2,117,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,29946,35,1,5,0,17,0,1,315,1,315,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,35060,21,6,41,36,137,122,4,117,3,618,7,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,28427,40,1,4,2,12,6,2,925,3,221,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,33280,26,3,31,17,86,45,3,045,2,771,5,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,36438,18,2,10,9,34,31,3,709,3,568,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,35306,21,1,5,5,17,17,3,947,3,947,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,34393,23,3,17,12,58,40,3,893,3,247,9,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,31691,31,8,52,51,156,153,4,404,4,462,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,34937,22,1,5,5,17,17,3,938,3,938,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,33381,26,3,12,3,40,9,2,19,3,014,3,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,33375,26,1,9,1,29,3,1,082,2,362,7,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,35891,19,1,5,0,17,0,0,185,0,185,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,33301,26,9,66,59,181,161,3,5,3,5,11,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,32288,29,1,11,3,35,8,1,182,1,182,4,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,32757,28,8,62,56,187,170,3,3,847,15,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,33127,27,10,28,21,73,53,1,7,3,081,3,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,34691,22,6,52,33,173,108,3,265,2,669,10,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,33842,25,2,12,5,41,17,1,335,2,448,2,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,34085,24,5,50,33,157,102,3,935,3,706,11,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,33724,25,4,37,30,111,89,3,944,3,963,13,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,34410,23,3,24,17,81,58,3,25,2,823,6,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,33358,26,6,38,27,124,90,2,9,3,204,9,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,34192,24,8,56,50,169,150,2,45,3,343,11,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,34815,22,1,10,5,34,18,2,774,2,899,2,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,34204,24,10,76,67,192,167,3,15,3,677,10,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,34204,24,10,76,67,192,167,4,35,4,16,10,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,35313,21,1,5,0,17,0,1,394,1,394,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,34401,23,1,5,2,17,7,2,688,2,688,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,34280,24,1,8,3,26,11,2,067,2,075,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,32333,29,9,54,51,141,130,3,358,3,489,7,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,34171,24,1,4,0,14,0,0,793,0,793,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,32491,28,1,5,0,17,0,0,335,0,335,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,33415,26,3,37,16,118,54,0,814,2,525,12,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,30983,33,10,14,13,43,40,3,6,3,766,2,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,31587,31,1,6,0,17,0,0,688,0,688,0,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,33401,26,10,52,39,157,116,3,475,3,568,10,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,34606,23,3,18,16,59,52,3,52,3,719,4,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,33356,26,5,33,30,103,93,3,563,3,701,6,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,32311,29,8,44,42,137,130,3,89,3,786,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,28344,40,8,43,42,121,117,3,765,3,765,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,28458,39,9,26,20,69,50,4,4,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,30980,33,5,29,23,83,67,3,383,3,478,8,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,30619,34,10,26,20,64,58,4,1,4,049,3,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,30223,35,10,48,47,143,139,4,4,8,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,30223,35,10,48,47,143,139,3,85,3,71,8,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,30553,34,1,8,6,26,18,2,49,2,998,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,35446,20,2,15,9,48,28,2,828,3,19,2,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,34714,22,2,9,9,29,29,3,715,3,786,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,31403,31,3,17,9,51,26,2,671,3,005,3,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,31871,30,10,69,55,213,167,3,2,3,304,12,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,31871,30,10,69,55,213,167,3,9,3,9,12,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,31820,30,9,42,42,118,118,4,166,4,166,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,32269,29,3,6,5,18,15,3,322,3,535,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,34467,23,1,5,2,16,6,2,616,2,616,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,31771,30,1,7,3,23,10,0,257,1,846,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,33200,26,1,5,4,16,13,2,691,2,691,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,32512,28,5,38,23,119,72,2,763,3,333,10,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,34006,24,6,59,33,190,102,3,03,2,848,11,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,33190,27,3,23,15,66,44,1,14,2,491,3,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,33190,27,7,46,43,144,132,3,253,3,547,10,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,30861,33,3,19,9,62,28,3,331,2,912,4,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,32010,30,2,11,7,35,22,1,275,2,877,2,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,30712,33,4,18,15,55,45,3,492,3,299,8,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,31539,31,4,29,21,92,67,3,51,3,057,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,31699,31,4,33,14,104,42,3,3,2,6,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,35141,21,3,21,15,65,46,3,05,3,065,4,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,29211,37,9,35,33,92,86,4,571,4,571,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,31095,32,2,11,11,35,35,3,524,3,894,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,32532,28,5,37,32,116,99,3,29,3,563,16,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,31020,32,8,52,43,160,131,3,088,3,254,13,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,32740,28,8,38,38,101,101,4,5,4,5,5,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,34053,24,1,7,3,23,9,1,05,2,078,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,32311,29,9,5,5,15,15,3,91,3,797,0,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,30774,33,10,18,18,46,46,4,25,4,25,4,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,29894,36,9,44,31,135,96,3,4,3,379,9,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,29894,36,9,44,31,135,96,4,5,4,5,9,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,33240,26,2,17,12,51,35,1,814,2,749,4,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,32856,27,2,11,11,34,34,3,5,3,719,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,29557,36,1,5,5,16,16,3,478,3,478,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,29364,37,5,30,22,93,64,3,267,3,404,16,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,34338,23,5,44,28,138,86,3,403,3,051,7,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,31720,31,10,65,61,194,181,4,514,4,514,13,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,31095,32,10,25,16,67,40,3,6,3,366,8,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,31056,32,9,32,31,89,85,4,25,4,25,5,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,31763,30,8,75,40,228,122,1,925,2,663,15,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,32123,29,10,20,18,48,42,3,8,3,526,2,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,31373,31,1,6,5,17,13,3,441,3,441,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,34165,24,5,38,29,116,88,3,35,3,509,13,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,32632,28,5,7,5,21,15,4,275,3,412,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,34518,23,8,52,48,160,148,3,583,3,508,9,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,35007,22,1,12,4,39,13,2,91,2,609,3,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,28732,39,10,65,55,198,166,4,025,3,474,12,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,34305,23,2,16,12,52,38,3,825,3,349,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,28894,38,9,13,13,39,39,4,2,3,69,2,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,32222,29,1,5,1,16,3,2,331,2,331,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,32981,27,7,84,41,251,120,3,606,3,085,15,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,32585,28,2,4,1,12,2,3,3,2,033,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,33583,25,2,9,8,29,26,3,35,3,752,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,33647,25,1,6,3,19,9,3,005,3,005,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,33533,26,4,23,23,71,71,3,713,3,718,5,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,31761,30,9,39,37,121,113,3,747,3,526,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,31511,31,9,46,43,140,132,0,0,9,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,28677,39,9,59,56,177,168,4,4,3,673,9,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,33811,25,10,57,56,174,170,3,65,3,925,10,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,33811,25,10,57,56,174,170,4,5,4,5,10,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,32042,30,9,58,50,179,154,4,338,3,37,11,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,33781,25,3,16,13,51,41,3,519,3,216,2,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,34493,23,2,12,7,37,22,1,8,2,889,2,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,30994,33,7,24,18,68,50,0,2,67,5,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,34787,22,2,10,8,32,26,3,291,3,277,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,27664,42,3,16,14,49,43,3,197,3,618,2,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,35022,21,1,5,2,16,7,2,903,2,903,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,34264,24,6,25,25,77,77,3,888,3,627,4,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,33836,25,1,7,5,22,15,3,275,3,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,31109,32,5,17,14,53,43,2,997,3,783,2,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,30931,33,1,3,2,9,6,3,167,3,167,0,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,35808,19,1,5,5,16,16,4,019,4,019,0,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,30555,34,5,34,30,105,92,3,12,3,447,7,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,31252,32,2,10,10,30,30,3,488,3,752,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,30536,34,10,30,27,89,78,3,5,3,51,5,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,28118,40,10,53,46,159,136,4,05,3,394,12,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,28118,40,10,53,46,159,136,4,5,4,5,12,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,33405,26,3,19,13,61,41,3,727,3,228,6,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,31770,30,1,11,8,39,27,3,755,3,005,3,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,30969,33,3,10,6,28,18,0,24,3,434,1,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,30366,34,5,26,20,87,67,3,425,3,563,16,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,35754,19,2,9,9,31,31,3,611,3,369,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,34289,24,1,6,6,20,20,3,72,3,72,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,29806,36,1,6,3,18,9,2,692,2,692,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,32382,29,1,12,9,35,27,2,944,3,05,2,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,39083,10,9,49,47,135,128,3,3,845,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,39083,10,9,49,47,135,128,0,0,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,32958,27,3,21,16,66,50,2,615,3,225,9,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,32471,28,4,34,32,91,85,3,761,3,626,4,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,31310,32,5,54,19,157,52,1,897,2,708,15,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,32164,29,1,6,6,18,18,3,75,3,75,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,33964,24,1,10,6,34,20,2,668,2,854,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,33040,27,9,55,55,141,141,3,566,3,566,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,32895,27,9,75,52,197,133,3,554,2,95,12,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,35491,20,3,8,8,25,25,3,895,4,253,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,32787,28,3,7,6,24,21,3,064,4,136,1,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,33914,25,8,53,49,168,157,4,35,4,35,10,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,30325,34,9,66,55,178,147,3,96,3,473,11,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,30325,34,9,66,55,178,147,4,4,11,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,30742,33,4,2,2,8,8,3,8,3,687,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,32983,27,1,5,5,16,16,3,491,3,491,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,32474,28,9,64,64,166,166,3,988,3,89,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,32474,28,9,64,64,166,166,4,404,4,404,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,32490,28,1,6,6,18,18,3,658,3,658,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,32835,27,1,5,0,17,0,1,235,1,235,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,31670,31,5,38,19,123,63,1,8,2,818,11,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,35882,19,2,9,9,30,30,3,612,3,575,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,35330,21,3,14,13,47,43,3,985,3,911,2,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,35157,21,3,20,19,68,65,3,692,3,835,3,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,32431,29,2,13,11,36,31,3,194,3,453,1,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,31692,31,9,41,39,109,105,4,118,4,048,5,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,34120,24,4,35,25,117,85,3,159,3,131,7,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,34776,22,3,21,18,69,59,4,107,3,396,4,ACTIVO
