Carrera,Sexo,FechaNacimiento,Edad,Semestre,AsignaturasCursadas,AsignaturasAprobadas,CreditosCursados,CreditosAprobados,PromedioUltimoPeriodo,PromedioAcumulado,Duracion,Estado
ADMINISTRACIÓN DE EMPRESAS,Masculino,01/01/1990,27,1,5,5,19,19,4.4,4.4,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,24/06/1984,33,8,41,39,127,121,4.346,4.346,8,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,13/07/1988,29,9,31,31,87,87,4.254,3.954,4,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,01/12/1986,30,10,18,18,19,19,3.67,3.609,3,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,27/04/1998,19,4,21,20,70,67,3.793,3.938,3,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,26/05/1988,29,9,34,33,34,33,3.875,3.875,5,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,03/07/1988,29,9,54,53,144,141,4.031,3.796,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,06/09/1989,28,3,2,2,6,6,3.275,3.648,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,27/02/1997,20,3,5,4,17,13,3.344,4.155,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,19/04/1974,43,9,54,47,141,121,3.1,3.448,12,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,15/03/1994,23,3,9,6,30,20,2.835,3.863,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,04/02/1987,30,8,58,58,158,158,4.5,4.5,9,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,03/02/1996,21,3,12,12,41,41,4.162,4.072,2,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,17/11/1981,36,10,34,27,34,27,3.61,3.544,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,11/05/1989,28,2,16,12,44,34,2.375,3.285,5,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,16/05/1996,21,1,5,5,17,17,4.365,4.365,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,19/09/1994,23,2,28,9,91,31,0.42,2.24,4,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,01/01/1984,33,10,26,26,26,26,4.25,4.25,5,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,04/07/1991,26,5,31,31,103,103,3.928,4.023,5,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,27/09/1994,23,3,11,9,35,28,3.875,3.894,2,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,17/10/1983,34,10,5,5,5,5,4,3.494,1,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,27/02/1996,21,1,6,6,20,20,3.67,3.67,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,25/01/1991,26,2,15,9,46,26,2.111,2.994,6,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,19/01/1950,67,3,19,16,64,54,3.488,3.297,3,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,19/04/1995,22,3,5,5,16,16,3.894,3.416,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,11/08/1986,31,4,26,24,82,75,3.068,3.597,5,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,11/10/1995,22,3,16,16,53,53,4.109,3.782,2,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,07/03/1990,27,9,62,60,169,162,3.506,3.615,9,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,07/03/1990,27,9,62,60,169,162,3.4,3.4,9,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,15/06/1981,36,8,45,43,139,133,4.406,3.863,12,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,15/06/1981,36,8,45,43,139,133,4,4,12,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,08/02/1989,28,9,57,56,146,144,4.194,4.194,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,20/02/1989,28,5,37,30,114,94,3.763,3.628,14,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,10/11/1996,21,2,18,11,59,34,1.791,2.785,3,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,27/01/1996,21,6,40,40,137,137,4.155,3.915,7,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,25/01/1991,26,9,61,60,166,162,4.171,3.811,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,10/03/1981,36,9,37,35,103,97,3.1,3.379,6,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,03/07/1997,20,10,7,3,15,5,0,2.212,1,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,28/08/1998,19,2,5,5,16,16,4.313,4.324,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,28/08/1998,19,1,5,5,17,17,4.335,4.335,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,24/09/1989,28,1,6,2,18,6,2.567,2.567,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,28/01/1985,32,6,35,31,88,78,3.664,3.573,7,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,03/09/1992,25,1,5,0,16,0,1.103,2.747,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,09/10/1994,23,1,7,3,24,11,2.12,2.202,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,17/02/1991,26,3,11,6,28,13,2.263,3.373,2,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,20/10/1986,31,9,46,33,122,93,2.479,3.331,8,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,01/01/2006,11,10,17,17,17,17,3.857,3.857,5,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,15/01/1987,30,3,10,5,34,16,3.925,3.604,9,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,19/09/1975,42,7,40,32,112,90,2.106,3.443,8,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,10/05/1983,34,5,17,12,42,29,3.475,3.49,2,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,26/07/1997,20,5,32,32,105,105,4.409,4.307,5,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,14/05/1997,20,3,13,13,44,44,4.365,3.743,2,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,31/05/1987,30,9,42,40,113,109,3.589,3.798,6,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,24/11/1989,27,1,6,3,20,11,2.853,3.364,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,28/04/1990,27,9,64,63,167,164,4.217,3.945,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,28/04/1990,27,9,64,63,167,164,4.5,4.5,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,06/11/1985,32,9,57,56,146,144,4.168,3.869,7,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,15/08/1981,36,9,30,30,86,86,4.079,3.733,4,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,09/07/1992,25,1,9,7,31,24,2.962,2.961,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,14/02/1990,27,1,6,3,18,9,2.117,2.117,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,26/12/1981,35,1,5,0,17,0,1.315,1.315,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,27/12/1995,21,6,41,36,137,122,4.117,3.618,7,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,29/10/1977,40,1,4,2,12,6,2.925,3.221,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,11/02/1991,26,3,31,17,86,45,3.045,2.771,5,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,05/10/1999,18,2,10,9,34,31,3.709,3.568,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,29/08/1996,21,1,5,5,17,17,3.947,3.947,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,28/02/1994,23,3,17,12,58,40,3.893,3.247,9,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,06/10/1986,31,8,52,51,156,153,4.404,4.462,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,26/08/1995,22,1,5,5,17,17,3.938,3.938,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,23/05/1991,26,3,12,3,40,9,2.19,3.014,3,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,17/05/1991,26,1,9,1,29,3,1.082,2.362,7,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,06/04/1998,19,1,5,0,17,0,0.185,0.185,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,04/03/1991,26,9,66,59,181,161,3.5,3.5,11,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,25/05/1988,29,1,11,3,35,8,1.182,1.182,4,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,06/09/1989,28,8,62,56,187,170,3,3.847,15,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,11/09/1990,27,10,28,21,73,53,1.7,3.081,3,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,23/12/1994,22,6,52,33,173,108,3.265,2.669,10,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,26/08/1992,25,2,12,5,41,17,1.335,2.448,2,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,26/04/1993,24,5,50,33,157,102,3.935,3.706,11,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,30/04/1992,25,4,37,30,111,89,3.944,3.963,13,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,17/03/1994,23,3,24,17,81,58,3.25,2.823,6,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,30/04/1991,26,6,38,27,124,90,2.9,3.204,9,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,11/08/1993,24,8,56,50,169,150,2.45,3.343,11,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,26/04/1995,22,1,10,5,34,18,2.774,2.899,2,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,23/08/1993,24,10,76,67,192,167,3.15,3.677,10,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,23/08/1993,24,10,76,67,192,167,4.35,4.16,10,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,05/09/1996,21,1,5,0,17,0,1.394,1.394,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,08/03/1994,23,1,5,2,17,7,2.688,2.688,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,07/11/1993,24,1,8,3,26,11,2.067,2.075,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,09/07/1988,29,9,54,51,141,130,3.358,3.489,7,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,21/07/1993,24,1,4,0,14,0,0.793,0.793,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,14/12/1988,28,1,5,0,17,0,0.335,0.335,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,26/06/1991,26,3,37,16,118,54,0.814,2.525,12,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,28/10/1984,33,10,14,13,43,40,3.6,3.766,2,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,24/06/1986,31,1,6,0,17,0,0.688,0.688,0,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,12/06/1991,26,10,52,39,157,116,3.475,3.568,10,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,29/09/1994,23,3,18,16,59,52,3.52,3.719,4,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,28/04/1991,26,5,33,30,103,93,3.563,3.701,6,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,17/06/1988,29,8,44,42,137,130,3.89,3.786,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,07/08/1977,40,8,43,42,121,117,3.765,3.765,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,29/11/1977,39,9,26,20,69,50,4,4,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,25/10/1984,33,5,29,23,83,67,3.383,3.478,8,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,30/10/1983,34,10,26,20,64,58,4.1,4.049,3,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,29/09/1982,35,10,48,47,143,139,4,4,8,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,29/09/1982,35,10,48,47,143,139,3.85,3.71,8,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,25/08/1983,34,1,8,6,26,18,2.49,2.998,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,16/01/1997,20,2,15,9,48,28,2.828,3.19,2,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,15/01/1995,22,2,9,9,29,29,3.715,3.786,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,22/12/1985,31,3,17,9,51,26,2.671,3.005,3,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,04/04/1987,30,10,69,55,213,167,3.2,3.304,12,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,04/04/1987,30,10,69,55,213,167,3.9,3.9,12,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,12/02/1987,30,9,42,42,118,118,4.166,4.166,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,06/05/1988,29,3,6,5,18,15,3.322,3.535,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,13/05/1994,23,1,5,2,16,6,2.616,2.616,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,25/12/1986,30,1,7,3,23,10,0.257,1.846,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,23/11/1990,26,1,5,4,16,13,2.691,2.691,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,04/01/1989,28,5,38,23,119,72,2.763,3.333,10,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,06/02/1993,24,6,59,33,190,102,3.03,2.848,11,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,13/11/1990,27,3,23,15,66,44,1.14,2.491,3,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,13/11/1990,27,7,46,43,144,132,3.253,3.547,10,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,28/06/1984,33,3,19,9,62,28,3.331,2.912,4,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,21/08/1987,30,2,11,7,35,22,1.275,2.877,2,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,31/01/1984,33,4,18,15,55,45,3.492,3.299,8,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,07/05/1986,31,4,29,21,92,67,3.51,3.057,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,14/10/1986,31,4,33,14,104,42,3.3,2.6,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,17/03/1996,21,3,21,15,65,46,3.05,3.065,4,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,22/12/1979,37,9,35,33,92,86,4.571,4.571,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,17/02/1985,32,2,11,11,35,35,3.524,3.894,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,24/01/1989,28,5,37,32,116,99,3.29,3.563,16,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,04/12/1984,32,8,52,43,160,131,3.088,3.254,13,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,20/08/1989,28,8,38,38,101,101,4.5,4.5,5,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,25/03/1993,24,1,7,3,23,9,1.05,2.078,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,17/06/1988,29,9,5,5,15,15,3.91,3.797,0,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,02/04/1984,33,10,18,18,46,46,4.25,4.25,4,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,04/11/1981,36,9,44,31,135,96,3.4,3.379,9,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,04/11/1981,36,9,44,31,135,96,4.5,4.5,9,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,02/01/1991,26,2,17,12,51,35,1.814,2.749,4,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,14/12/1989,27,2,11,11,34,34,3.5,3.719,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,02/12/1980,36,1,5,5,16,16,3.478,3.478,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,23/05/1980,37,5,30,22,93,64,3.267,3.404,16,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,04/01/1994,23,5,44,28,138,86,3.403,3.051,7,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,04/11/1986,31,10,65,61,194,181,4.514,4.514,13,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,17/02/1985,32,10,25,16,67,40,3.6,3.366,8,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,09/01/1985,32,9,32,31,89,85,4.25,4.25,5,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,17/12/1986,30,8,75,40,228,122,1.925,2.663,15,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,12/12/1987,29,10,20,18,48,42,3.8,3.526,2,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,22/11/1985,31,1,6,5,17,13,3.441,3.441,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,15/07/1993,24,5,38,29,116,88,3.35,3.509,13,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,04/05/1989,28,5,7,5,21,15,4.275,3.412,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,03/07/1994,23,8,52,48,160,148,3.583,3.508,9,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,04/11/1995,22,1,12,4,39,13,2.91,2.609,3,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,30/08/1978,39,10,65,55,198,166,4.025,3.474,12,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,02/12/1993,23,2,16,12,52,38,3.825,3.349,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,08/02/1979,38,9,13,13,39,39,4.2,3.69,2,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,20/03/1988,29,1,5,1,16,3,2.331,2.331,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,18/04/1990,27,7,84,41,251,120,3.606,3.085,15,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,18/03/1989,28,2,4,1,12,2,3.3,2.033,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,11/12/1991,25,2,9,8,29,26,3.35,3.752,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,13/02/1992,25,1,6,3,19,9,3.005,3.005,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,22/10/1991,26,4,23,23,71,71,3.713,3.718,5,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,15/12/1986,30,9,39,37,121,113,3.747,3.526,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,09/04/1986,31,9,46,43,140,132,0,0,9,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,06/07/1978,39,9,59,56,177,168,4.4,3.673,9,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,26/07/1992,25,10,57,56,174,170,3.65,3.925,10,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,26/07/1992,25,10,57,56,174,170,4.5,4.5,10,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,22/09/1987,30,9,58,50,179,154,4.338,3.37,11,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,26/06/1992,25,3,16,13,51,41,3.519,3.216,2,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,08/06/1994,23,2,12,7,37,22,1.8,2.889,2,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,08/11/1984,33,7,24,18,68,50,0,2.67,5,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,29/03/1995,22,2,10,8,32,26,3.291,3.277,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,27/09/1975,42,3,16,14,49,43,3.197,3.618,2,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,19/11/1995,21,1,5,2,16,7,2.903,2.903,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,22/10/1993,24,6,25,25,77,77,3.888,3.627,4,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,20/08/1992,25,1,7,5,22,15,3.275,3,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,03/03/1985,32,5,17,14,53,43,2.997,3.783,2,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,06/09/1984,33,1,3,2,9,6,3.167,3.167,0,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,13/01/1998,19,1,5,5,16,16,4.019,4.019,0,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,27/08/1983,34,5,34,30,105,92,3.12,3.447,7,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,24/07/1985,32,2,10,10,30,30,3.488,3.752,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,08/08/1983,34,10,30,27,89,78,3.5,3.51,5,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,24/12/1976,40,10,53,46,159,136,4.05,3.394,12,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,24/12/1976,40,10,53,46,159,136,4.5,4.5,12,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,16/06/1991,26,3,19,13,61,41,3.727,3.228,6,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,24/12/1986,30,1,11,8,39,27,3.755,3.005,3,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,14/10/1984,33,3,10,6,28,18,0.24,3.434,1,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,19/02/1983,34,5,26,20,87,67,3.425,3.563,16,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,20/11/1997,19,2,9,9,31,31,3.611,3.369,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,16/11/1993,24,1,6,6,20,20,3.72,3.72,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,08/08/1981,36,1,6,3,18,9,2.692,2.692,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,27/08/1988,29,1,12,9,35,27,2.944,3.05,2,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,01/01/2007,10,9,49,47,135,128,3,3.845,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,01/01/2007,10,9,49,47,135,128,0,0,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,26/03/1990,27,3,21,16,66,50,2.615,3.225,9,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,24/11/1988,28,4,34,32,91,85,3.761,3.626,4,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,20/09/1985,32,5,54,19,157,52,1.897,2.708,15,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,22/01/1988,29,1,6,6,18,18,3.75,3.75,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,26/12/1992,24,1,10,6,34,20,2.668,2.854,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,16/06/1990,27,9,55,55,141,141,3.566,3.566,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,22/01/1990,27,9,75,52,197,133,3.554,2.95,12,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,02/03/1997,20,3,8,8,25,25,3.895,4.253,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,06/10/1989,28,3,7,6,24,21,3.064,4.136,1,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,06/11/1992,25,8,53,49,168,157,4.35,4.35,10,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,09/01/1983,34,9,66,55,178,147,3.96,3.473,11,GRADUADO
