Carrera,Sexo,FechaNacimiento,Edad,Semestre,AsignaturasCursadas,AsignaturasAprobadas,CreditosCursados,CreditosAprobados,PromedioUltimoPeriodo,PromedioAcumulado,Duracion,Estado
ADMINISTRACIÓN DE EMPRESAS,Masculino,26/08/1992,24,7260273972603,2,12,5,41,17,1,335,2,448,2,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,26/04/1993,24,0602739726027,5,50,33,157,102,3,935,3,706,11,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,30/04/1992,25,0493150684932,4,37,30,111,89,3,944,3,963,13,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,17/03/1994,23,1698630136986,3,24,17,81,58,3,25,2,823,6,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,30/04/1991,26,0520547945205,6,38,27,124,90,2,9,3,204,9,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,11/08/1993,23,7671232876712,8,56,50,169,150,2,45,3,343,11,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,26/04/1995,22,0602739726027,1,10,5,34,18,2,774,2,899,2,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,23/08/1993,23,7342465753425,10,76,67,192,167,3,15,3,677,10,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,23/08/1993,23,7342465753425,10,76,67,192,167,4,35,4,16,10,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,05/09/1996,20,6958904109589,1,5,0,17,0,1,394,1,394,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,08/03/1994,23,1945205479452,1,5,2,17,7,2,688,2,688,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,07/11/1993,23,5260273972603,1,8,3,26,11,2,067,2,075,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,09/07/1988,28,8602739726027,9,54,51,141,130,3,358,3,489,7,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,21/07/1993,23,8246575342466,1,4,0,14,0,0,793,0,793,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,14/12/1988,28,427397260274,1,5,0,17,0,0,335,0,335,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,26/06/1991,25,8958904109589,3,37,16,118,54,0,814,2,525,12,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,28/10/1984,32,558904109589,10,14,13,43,40,3,6,3,766,2,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,24/06/1986,30,9041095890411,1,6,0,17,0,0,688,0,688,0,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,12/06/1991,25,9342465753425,10,52,39,157,116,3,475,3,568,10,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,29/09/1994,22,6328767123288,3,18,16,59,52,3,52,3,719,4,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,28/04/1991,26,0575342465753,5,33,30,103,93,3,563,3,701,6,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,17/06/1988,28,9205479452055,8,44,42,137,130,3,89,3,786,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,07/08/1977,39,7890410958904,8,43,42,121,117,3,765,3,765,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,29/11/1977,39,4767123287671,9,26,20,69,50,4,4,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,25/10/1984,32,5671232876712,5,29,23,83,67,3,383,3,478,8,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,30/10/1983,33,5561643835616,10,26,20,64,58,4,1,4,049,3,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,29/09/1982,34,641095890411,10,48,47,143,139,4,4,8,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,29/09/1982,34,641095890411,10,48,47,143,139,3,85,3,71,8,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,25/08/1983,33,7369863013699,1,8,6,26,18,2,49,2,998,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,16/01/1997,20,3315068493151,2,15,9,48,28,2,828,3,19,2,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,15/01/1995,22,3369863013699,2,9,9,29,29,3,715,3,786,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,22/12/1985,31,4082191780822,3,17,9,51,26,2,671,3,005,3,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,04/04/1987,30,1260273972603,10,69,55,213,167,3,2,3,304,12,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,04/04/1987,30,1260273972603,10,69,55,213,167,3,9,3,9,12,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,12/02/1987,30,2657534246575,9,42,42,118,118,4,166,4,166,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,06/05/1988,29,0356164383562,3,6,5,18,15,3,322,3,535,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,13/05/1994,23,013698630137,1,5,2,16,6,2,616,2,616,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,25/12/1986,30,4,1,7,3,23,10,0,257,1,846,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,23/11/1990,26,4849315068493,1,5,4,16,13,2,691,2,691,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,04/01/1989,28,3698630136986,5,38,23,119,72,2,763,3,333,10,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,06/02/1993,24,2767123287671,6,59,33,190,102,3,03,2,848,11,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,13/11/1990,26,5123287671233,3,23,15,66,44,1,14,2,491,3,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,13/11/1990,26,5123287671233,7,46,43,144,132,3,253,3,547,10,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,28/06/1984,32,8931506849315,3,19,9,62,28,3,331,2,912,4,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,21/08/1987,29,7452054794521,2,11,7,35,22,1,275,2,877,2,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,31/01/1984,33,3013698630137,4,18,15,55,45,3,492,3,299,8,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,07/05/1986,31,0356164383562,4,29,21,92,67,3,51,3,057,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,14/10/1986,30,5972602739726,4,33,14,104,42,3,3,2,6,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,17/03/1996,21,1671232876712,3,21,15,65,46,3,05,3,065,4,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,22/12/1979,37,413698630137,9,35,33,92,86,4,571,4,571,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,17/02/1985,32,2520547945205,2,11,11,35,35,3,524,3,894,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,24/01/1989,28,3150684931507,5,37,32,116,99,3,29,3,563,16,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,04/12/1984,32,4575342465753,8,52,43,160,131,3,088,3,254,13,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,20/08/1989,27,7452054794521,8,38,38,101,101,4,5,4,5,5,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,25/03/1993,24,1479452054795,1,7,3,23,9,1,05,2,078,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,17/06/1988,28,9205479452055,9,5,5,15,15,3,91,3,797,0,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,02/04/1984,33,1315068493151,10,18,18,46,46,4,25,4,25,4,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,04/11/1981,35,5424657534247,9,44,31,135,96,3,4,3,379,9,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,04/11/1981,35,5424657534247,9,44,31,135,96,4,5,4,5,9,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,02/01/1991,26,3753424657534,2,17,12,51,35,1,814,2,749,4,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,14/12/1989,27,427397260274,2,11,11,34,34,3,5,3,719,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,02/12/1980,36,4657534246575,1,5,5,16,16,3,478,3,478,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,23/05/1980,36,9945205479452,5,30,22,93,64,3,267,3,404,16,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,04/01/1994,23,3671232876712,5,44,28,138,86,3,403,3,051,7,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,04/11/1986,30,5397260273973,10,65,61,194,181,4,514,4,514,13,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,17/02/1985,32,2520547945205,10,25,16,67,40,3,6,3,366,8,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,09/01/1985,32,358904109589,9,32,31,89,85,4,25,4,25,5,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,17/12/1986,30,4219178082192,8,75,40,228,122,1,925,2,663,15,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,12/12/1987,29,4356164383562,10,20,18,48,42,3,8,3,526,2,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,22/11/1985,31,4904109589041,1,6,5,17,13,3,441,3,441,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,15/07/1993,23,841095890411,5,38,29,116,88,3,35,3,509,13,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,04/05/1989,28,041095890411,5,7,5,21,15,4,275,3,412,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,03/07/1994,22,8739726027397,8,52,48,160,148,3,583,3,508,9,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,04/11/1995,21,5342465753425,1,12,4,39,13,2,91,2,609,3,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,30/08/1978,38,7260273972603,10,65,55,198,166,4,025,3,474,12,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,02/12/1993,23,4575342465753,2,16,12,52,38,3,825,3,349,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,08/02/1979,38,2821917808219,9,13,13,39,39,4,2,3,69,2,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,20/03/1988,29,1643835616438,1,5,1,16,3,2,331,2,331,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,18/04/1990,27,0849315068493,7,84,41,251,120,3,606,3,085,15,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,18/03/1989,28,1698630136986,2,4,1,12,2,3,3,2,033,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,11/12/1991,25,4356164383562,2,9,8,29,26,3,35,3,752,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,13/02/1992,25,2602739726027,1,6,3,19,9,3,005,3,005,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,22/10/1991,25,572602739726,4,23,23,71,71,3,713,3,718,5,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,15/12/1986,30,427397260274,9,39,37,121,113,3,747,3,526,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,09/04/1986,31,1123287671233,9,46,43,140,132,0,0,9,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,06/07/1978,38,8767123287671,9,59,56,177,168,4,4,3,673,9,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,26/07/1992,24,8109589041096,10,57,56,174,170,3,65,3,925,10,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,26/07/1992,24,8109589041096,10,57,56,174,170,4,5,4,5,10,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,22/09/1987,29,6575342465753,9,58,50,179,154,4,338,3,37,11,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,26/06/1992,24,8931506849315,3,16,13,51,41,3,519,3,216,2,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,08/06/1994,22,9424657534247,2,12,7,37,22,1,8,2,889,2,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,08/11/1984,32,5287671232877,7,24,18,68,50,0,2,67,5,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,29/03/1995,22,1369863013699,2,10,8,32,26,3,291,3,277,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,27/09/1975,41,6520547945205,3,16,14,49,43,3,197,3,618,2,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,19/11/1995,21,4931506849315,1,5,2,16,7,2,903,2,903,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,22/10/1993,23,5698630136986,6,25,25,77,77,3,888,3,627,4,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,20/08/1992,24,7424657534247,1,7,5,22,15,3,275,3,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,03/03/1985,32,213698630137,5,17,14,53,43,2,997,3,783,2,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,06/09/1984,32,7013698630137,1,3,2,9,6,3,167,3,167,0,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,13/01/1998,19,3397260273973,1,5,5,16,16,4,019,4,019,0,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,27/08/1983,33,7315068493151,5,34,30,105,92,3,12,3,447,7,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,24/07/1985,31,8219178082192,2,10,10,30,30,3,488,3,752,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,08/08/1983,33,7835616438356,10,30,27,89,78,3,5,3,51,5,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,24/12/1976,40,4082191780822,10,53,46,159,136,4,05,3,394,12,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,24/12/1976,40,4082191780822,10,53,46,159,136,4,5,4,5,12,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,16/06/1991,25,9232876712329,3,19,13,61,41,3,727,3,228,6,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,24/12/1986,30,4027397260274,1,11,8,39,27,3,755,3,005,3,ACTIVO
