INGENIERÍA DE SISTEMAS,Masculino,33467,26,1,6,3,19,9,2,745,2,745,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,35896,19,4,7,6,22,19,3,542,3,399,89,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,35896,19,2,17,13,56,42,3,5,3,346,2,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,31383,31,10,15,13,15,13,3,4,3,347,3,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,36253,18,1,5,3,16,9,2,688,2,688,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,32588,28,4,27,17,80,49,2,6,3,149,6,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,33235,26,10,60,54,171,154,3,9,3,9,12,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,34268,24,1,4,4,13,13,3,635,3,635,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,32902,27,1,12,6,34,15,2,728,2,885,1,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,34447,23,7,27,21,85,66,1,304,3,411,6,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33828,25,4,8,4,26,12,1,215,3,014,1,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,35490,20,1,5,1,16,3,2,328,2,328,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,34106,24,3,17,11,54,34,1,265,2,738,3,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,33420,26,10,50,47,153,145,3,5,3,783,10,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,32517,28,9,72,53,209,154,3,517,3,061,15,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,30736,33,1,4,4,11,11,3,655,3,655,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,35452,20,1,6,3,20,10,0,54,1,965,1,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33926,24,1,5,2,12,5,2,463,2,463,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,33116,27,6,47,29,141,90,2,783,3,25,14,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,35239,21,3,24,14,76,45,3,444,2,981,4,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,34014,24,4,5,3,17,10,0,857,3,906,1,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,35270,21,6,35,31,113,97,4,03,3,505,7,ACTIVO
INGENIERÍA DE SISTEMAS,Femenino,32401,29,3,18,14,58,45,2,98,3,292,5,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,18544,67,5,35,23,112,73,3,48,2,985,9,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33519,26,5,6,5,18,15,3,358,3,037,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,31977,30,2,2,1,4,2,2,15,3,038,0,DESERTOR
INGENIERÍA DE SISTEMAS,Femenino,33932,24,2,10,9,32,29,3,65,3,794,1,ACTIVO
INGENIERÍA DE SISTEMAS,Femenino,34038,24,1,4,2,13,7,2,85,2,85,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,32331,29,3,3,0,10,0,0,3,2,153,0,DESERTOR
INGENIERÍA DE SISTEMAS,Femenino,36280,18,2,10,10,33,33,3,791,3,932,1,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,35071,21,6,37,33,115,101,3,65,3,582,7,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33903,25,1,4,4,13,13,3,219,3,219,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,31922,30,9,56,44,170,134,2,567,3,165,12,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,29756,36,10,24,17,24,17,3,2,3,113,6,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,35073,21,3,28,18,90,58,3,64,3,087,5,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,31698,31,5,7,4,23,12,3,021,3,568,5,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,33396,26,4,8,5,26,15,1,92,3,122,1,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,35748,20,3,21,18,69,58,3,175,3,342,3,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,31648,31,6,23,13,65,36,2,183,2,988,8,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,34691,22,2,2,0,6,0,1,2,3,026,0,DESERTOR
INGENIERÍA DE SISTEMAS,Femenino,36142,18,1,4,4,13,13,3,815,3,815,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,34452,23,5,24,15,82,49,3,71,3,469,7,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,27026,43,10,5,5,5,5,4,9,3,487,1,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,35050,21,2,10,6,32,19,2,334,2,777,1,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,38532,12,6,7,4,18,10,3,825,3,125,5,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,31283,32,10,68,48,200,141,2,7,3,128,17,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,32220,29,1,5,0,16,0,1,638,1,638,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,32901,27,3,26,19,70,53,2,654,3,225,4,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,35531,20,1,4,1,13,3,2,7,2,7,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33877,25,4,13,13,41,41,4,013,3,817,4,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,36063,19,1,4,4,12,12,3,675,3,304,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,36063,19,1,5,3,16,9,3,025,3,025,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,34490,23,1,9,3,28,10,1,613,2,463,1,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,35002,22,6,33,30,98,93,4,23,4,016,5,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,30977,33,10,17,17,17,17,4,3,733,3,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,31565,31,1,6,0,16,0,1,406,1,406,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,33308,26,4,49,20,153,61,0,12,2,357,9,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,28487,39,5,18,14,55,43,2,4,3,273,5,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,33326,26,1,4,3,13,10,3,223,3,223,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,34148,24,1,5,2,12,5,3,063,3,063,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,32735,28,10,68,64,184,170,3,884,3,884,13,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,34937,22,1,7,5,23,16,2,658,2,78,1,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33091,27,9,70,51,207,148,2,725,3,178,15,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33834,25,4,18,15,55,46,3,563,3,354,3,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,32877,27,1,18,9,54,25,2,616,2,829,4,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,30412,34,10,17,15,17,15,3,3,338,4,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,35427,20,1,4,1,13,3,2,965,2,965,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,32714,28,9,66,41,203,122,1,025,2,623,14,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,32262,29,1,5,2,13,6,2,154,2,154,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,34673,22,2,16,10,52,32,3,655,3,129,3,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,34466,23,1,3,0,9,0,1,15,1,15,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,34712,22,5,10,10,31,31,4,4,196,3,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,35306,21,1,4,4,13,13,3,358,3,358,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,31964,30,10,53,44,151,125,0,0,12,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,32662,28,3,15,10,48,32,0,312,2,875,2,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,31533,31,3,25,16,76,49,2,6,3,099,7,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,29221,37,10,52,40,147,113,3,05,3,17,15,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,35827,19,1,5,2,16,6,2,419,2,419,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33087,27,1,15,5,39,14,0,788,1,54,4,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,35248,21,1,13,5,42,15,2,6,2,605,2,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33831,25,1,5,2,16,6,2,725,2,725,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,34300,23,1,5,5,16,16,3,806,3,806,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33347,26,10,56,48,170,146,3,525,3,42,14,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,34173,24,6,46,27,144,85,1,9,2,919,10,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33401,26,3,30,15,88,42,1,615,2,857,8,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,30752,33,9,59,57,164,158,3,933,3,934,10,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,30908,33,9,56,38,167,110,0,0,12,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,30865,33,10,37,25,106,71,3,1,3,255,10,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,32496,28,1,6,6,16,16,3,788,3,788,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,34029,24,1,5,3,16,9,2,975,2,975,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,31364,32,1,12,11,32,28,3,769,3,653,1,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,34263,24,4,7,5,23,15,2,631,3,332,1,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,31370,31,9,67,55,192,152,4,5,4,5,14,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,33028,27,8,46,41,140,126,3,1,3,485,12,ACTIVO
INGENIERÍA DE SISTEMAS,Femenino,29314,37,10,2,2,2,2,4,5,3,39,0,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,34303,23,2,9,9,29,29,3,446,3,521,1,ACTIVO
INGENIERÍA DE SISTEMAS,Femenino,29733,36,10,35,29,94,76,3,05,3,217,7,GRADUADO
INGENIERÍA DE SISTEMAS,Femenino,32679,28,5,35,23,113,73,2,704,3,255,8,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,31622,31,3,3,2,10,6,3,36,4,281,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,33311,26,2,12,6,32,16,2,591,2,904,1,DESERTOR
INGENIERÍA DE SISTEMAS,Femenino,30425,34,10,8,8,8,8,4,15,3,58,1,GRADUADO
INGENIERÍA DE SISTEMAS,Femenino,30149,35,10,37,30,105,84,3,3,276,7,GRADUADO
INGENIERÍA DE SISTEMAS,Femenino,30696,33,10,2,2,2,2,3,5,3,5,0,GRADUADO
INGENIERÍA DE SISTEMAS,Femenino,30696,33,10,2,2,2,2,3,7,3,455,0,GRADUADO
INGENIERÍA DE SISTEMAS,Femenino,35937,19,1,4,4,13,13,3,727,3,727,0,ACTIVO
INGENIERÍA DE SISTEMAS,Femenino,30443,34,10,3,2,3,2,3,775,3,425,0,GRADUADO
INGENIERÍA DE SISTEMAS,Femenino,33475,26,2,7,5,23,15,3,825,3,34,3,ACTIVO
INGENIERÍA DE SISTEMAS,Femenino,32454,29,4,15,10,44,29,0,8,2,974,2,DESERTOR
INGENIERÍA DE SISTEMAS,Femenino,32196,29,4,4,0,13,0,0,773,2,955,0,DESERTOR
INGENIERÍA DE SISTEMAS,Femenino,30118,35,9,58,27,170,75,1,567,3,04,17,ACTIVO
INGENIERÍA DE SISTEMAS,Femenino,32688,28,2,30,12,80,31,0,1,597,5,DESERTOR
INGENIERÍA DE SISTEMAS,Femenino,32348,29,8,34,28,99,81,2,96,3,268,6,DESERTOR
INGENIERÍA DE SISTEMAS,Femenino,31378,31,10,61,53,177,153,4,3,547,11,GRADUADO
INGENIERÍA DE SISTEMAS,Femenino,31378,31,10,61,53,177,153,0,0,11,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,32208,29,6,23,11,72,35,2,767,2,903,10,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,35911,19,1,5,3,16,9,3,275,3,275,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33810,25,10,66,60,181,168,3,3,568,13,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,33810,25,10,66,60,181,168,3,95,3,95,13,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,31094,32,9,10,9,10,9,3,736,3,511,1,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,35173,21,1,10,0,32,0,1,491,1,491,1,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,35904,19,3,19,17,62,55,3,725,3,424,3,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33736,25,3,24,19,65,51,2,871,3,529,4,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,33968,24,5,41,17,132,52,0,85,2,307,9,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,31758,30,5,37,32,112,97,2,625,3,481,9,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,31483,31,10,41,31,116,86,4,3,258,13,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,32202,29,4,14,13,42,39,3,538,3,661,3,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,32100,29,4,17,14,44,37,2,9,3,754,7,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,30073,35,2,21,11,62,31,0,2,161,11,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,33711,25,2,17,8,47,20,1,65,2,313,3,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,34119,24,2,17,11,55,35,2,815,3,037,3,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,29607,36,10,35,35,97,97,4,5,3,897,6,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,35138,21,7,40,38,122,116,3,56,3,901,7,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,31156,32,10,45,40,120,105,3,3,3,541,13,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,35144,21,1,5,1,16,3,2,631,2,631,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,31608,31,10,44,35,124,98,3,513,3,27,11,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,30336,34,6,14,6,42,17,0,807,2,822,3,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,33427,26,2,23,12,73,39,3,331,2,904,5,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,27656,42,5,11,3,32,8,0,2,2,881,7,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,33071,27,10,63,59,178,166,3,5,3,442,11,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,34354,23,7,38,31,116,97,1,767,3,197,8,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33227,26,2,12,7,37,22,1,2,2,769,2,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,35029,21,1,4,4,13,13,3,546,3,546,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,35557,20,3,21,14,68,44,3,061,3,107,3,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,30823,33,3,17,17,54,54,3,996,3,901,3,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,32826,28,10,53,48,154,137,4,7,3,374,10,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,35555,20,1,4,1,13,4,2,65,2,65,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,32816,28,1,5,1,16,3,2,175,2,175,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,31550,31,10,76,52,223,150,3,85,3,164,17,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33337,26,9,63,55,176,156,3,046,3,719,15,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,33366,26,1,6,3,19,9,2,361,2,361,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,33963,24,1,10,4,32,12,0,056,1,669,1,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,29671,36,10,21,20,63,57,3,87,3,701,4,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,33190,27,2,17,9,55,29,2,67,2,881,4,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,32676,28,1,12,8,32,18,2,5,3,2,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,31338,32,1,11,9,30,24,2,95,3,109,1,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,35424,20,3,16,16,50,50,3,426,3,867,2,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,30333,34,4,2,0,5,0,0,12,2,685,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,28224,40,5,29,28,83,80,3,34,3,894,4,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,27567,42,9,42,39,129,120,4,08,3,611,10,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33283,26,10,72,55,207,158,3,2,3,212,15,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,33283,26,10,72,55,207,158,2,2,15,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,32581,28,7,54,36,165,107,0,2,871,13,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,34754,22,2,13,6,42,19,1,488,2,592,3,DESERTOR
INGENIERÍA DE SISTEMAS,Femenino,32261,29,3,18,18,52,52,3,71,3,714,3,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,31257,32,10,14,9,30,23,3,854,4,081,15,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,33241,26,9,64,63,184,182,4,1,4,033,13,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,34878,22,5,16,16,51,51,4,35,4,166,3,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,34399,23,1,6,5,19,16,3,247,3,247,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,32503,28,6,27,24,79,69,3,35,3,37,4,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,31535,31,10,57,50,162,140,3,3,336,10,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,27932,41,5,6,2,20,6,2,66,3,007,3,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,33535,26,9,56,48,166,141,1,1,3,301,10,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,30129,35,3,18,17,51,47,3,761,3,854,2,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,35228,21,5,31,27,99,85,3,85,3,525,5,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,33210,26,9,47,44,145,136,4,15,3,914,10,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,30557,34,10,57,53,165,151,3,9,3,557,10,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,23175,54,5,4,4,12,12,3,5,3,474,1,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,30926,33,3,3,0,9,0,0,522,2,018,0,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,31560,31,3,14,3,46,9,0,2,93,3,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,30132,35,3,6,1,20,3,1,17,2,349,2,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,38561,12,6,6,5,19,16,3,06,3,241,1,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,31606,31,10,38,33,108,91,4,5,4,5,13,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,31606,31,10,38,33,108,91,4,8,3,63,13,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,32452,29,7,49,35,141,99,2,825,3,177,17,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,31054,32,10,20,17,20,17,3,861,3,346,3,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,31589,31,10,60,50,169,139,4,375,4,375,14,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,31589,31,10,60,50,169,139,3,7,3,528,14,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,32539,28,3,22,10,73,34,2,71,2,512,5,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,30240,35,10,73,55,210,158,3,2,3,411,17,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,35196,21,3,1,0,3,0,2,7,3,294,0,ACTIVO
INGENIERÍA DE SISTEMAS,Masculino,28016,41,10,45,34,129,95,3,825,3,341,11,GRADUADO
INGENIERÍA DE SISTEMAS,Masculino,31858,30,3,20,4,64,11,0,42,2,022,10,DESERTOR
INGENIERÍA DE SISTEMAS,Masculino,32121,29,1,7,4,16,8,2,929,2,929,0,DESERTOR
